row_id,rate_per_10000_ed_visits
238,6.693368
239,4.1278186
240,14.833975
241,6.5473976
242,4.150946
243,31.456705
244,13.820514
245,8.1590185
246,14.851103
247,6.758368
248,4.4378405
249,35.4681
250,15.229073
251,9.3768635
252,23.8797
253,10.785345
254,6.636766
255,17.018904
256,7.5665
257,4.615875
258,44.391243
259,19.623547
260,11.1681
261,19.793316
262,8.938131
263,5.4386888
264,24.723309
265,11.0934925
266,6.533059
267,28.636425
268,12.616155
269,7.6582527
270,22.165262
271,9.996759
272,5.948343
273,24.810596
274,11.066208
275,6.372907
276,14.962624
277,6.6242814
278,4.098975
279,35.499733
280,15.562497
281,9.5585575
282,14.668393
283,6.494143
284,3.8456016
285,15.237326
286,6.7810616
287,4.2899504
288,23.525753
289,10.599611
290,6.1815863
291,26.263592
292,11.835248
293,7.031205
294,16.562721
295,7.5226045
296,4.665925
297,21.433195
298,9.580456
299,5.632483
300,51.31233
301,25.810354
302,14.339867
303,15.359958
304,6.828122
305,4.3700843
306,17.446972
307,7.873605
308,5.0204544
309,20.974155
310,9.450488
311,5.910808
312,19.182573
313,8.612518
314,5.46156
315,16.986095
316,7.6137023
317,4.970849
318,15.449524
319,6.8644714
320,4.398417
321,18.050102
322,8.061954
323,5.1370897
324,18.58791
325,8.302296
326,5.068145
327,25.694159
328,11.531073
329,6.9654894
330,30.330067
331,13.330869
332,8.2758465
333,14.675699
334,6.573302
335,4.27593
336,20.56316
337,9.272114
338,5.819613
339,11.7737665
340,5.2197814
341,3.610794
342,15.156781
343,6.743632
344,4.4521627
345,16.308376
346,7.3746896
347,4.9332495
348,19.708881
349,8.852175
350,5.5855513
351,25.69217
352,11.60989
353,7.2719026
354,15.131777
355,6.731469
356,4.4712152
357,43.13208
358,18.612217
359,10.81884
360,19.078928
361,8.581921
362,5.397242
363,25.120937
364,11.299372
365,6.9704375
366,42.74204
367,18.363607
368,10.742594
369,33.010292
370,14.317296
371,8.879856
372,21.173899
373,9.497622
374,5.9456086
375,14.308695
376,6.3383484
377,4.172411
378,28.072546
379,12.466956
380,7.2224174
381,21.816854
382,9.825811
383,6.1340523
384,14.534024
385,6.545788
386,4.4782186
387,21.273792
388,9.663147
389,6.083861
390,14.090703
391,6.2001076
392,4.0560822
393,14.262152
394,6.3074827
395,4.2034335
396,31.470312
397,13.760473
398,8.728659
399,15.409314
400,6.943582
401,4.490954
402,35.85728
403,15.352266
404,9.151018
405,22.593105
406,10.205591
407,6.4397116
408,17.847826
409,7.9023542
410,4.7891946
411,42.472126
412,18.79073
413,11.417278
414,19.217
415,8.674417
416,5.5256553
417,24.49927
418,11.0002985
419,6.69958
420,30.861227
421,13.416555
422,8.097334
423,20.583803
424,9.309323
425,5.9173417
426,22.194155
427,9.996803
428,6.2870765
429,15.106598
430,6.638461
431,4.2311716
432,36.072746
433,15.76153
434,9.715394
435,14.588881
436,6.425622
437,3.9215417
438,14.484243
439,6.4502153
440,4.3947234
441,23.009157
442,10.372353
443,6.328341
444,26.526026
445,11.896386
446,7.1228533
447,16.573391
448,7.481434
449,4.6224165
450,19.90147
451,8.938905
452,5.58965
453,51.299774
454,25.59408
455,14.3328495
456,14.884839
457,6.6093116
458,4.359324
459,16.636461
460,7.533019
461,4.8521767
462,19.696297
463,8.95022
464,5.5582128
465,19.364248
466,8.707507
467,5.3478127
468,17.297115
469,7.752884
470,4.948483
471,15.175695
472,6.7970896
473,4.377431
474,17.522964
475,7.8751664
476,4.905278
477,16.976002
478,7.642244
479,4.7772293
480,26.170776
481,11.769342
482,6.8779497
483,30.921951
484,13.595759
485,8.231655
486,15.285581
487,6.8886313
488,4.2043037
489,20.809647
490,9.393366
491,5.740883
492,12.002469
493,5.353009
494,3.5678794
495,15.249616
496,6.815764
497,4.430433
498,17.357365
499,7.8273835
500,4.8793206
501,19.510813
502,8.794881
503,5.469837
504,26.092342
505,11.807219
506,7.1236696
507,14.758165
508,6.577723
509,4.219928
510,41.58599
511,18.288061
512,10.0863
513,19.603355
514,8.823469
515,5.4034777
516,25.341137
517,11.428737
518,6.5987577
519,39.166798
520,16.907417
521,9.755131
522,33.01342
523,14.396146
524,8.483499
525,21.545834
526,9.645347
527,5.60599
528,14.289297
529,6.3519387
530,4.1431603
531,27.759699
532,12.406202
533,7.0628195
534,22.087524
535,9.960279
536,6.043102
537,15.475433
538,6.9386315
539,4.3936763
540,22.471508
541,10.162909
542,6.134711
543,14.298935
544,6.300673
545,3.971185
546,14.616285
547,6.461798
548,4.1289315
549,32.322014
550,14.137242
551,8.665476
552,15.578679
553,7.0413384
554,4.378531
555,34.88729
556,15.0249605
557,9.029829
558,22.52631
559,10.217639
560,6.3488836
561,17.34917
562,7.7554817
563,4.799905
564,44.50048
565,19.680824
566,11.067961
567,19.21156
568,8.683448
569,5.1786556
570,25.135029
571,11.281674
572,6.5210915
573,29.30333
574,12.8552065
575,7.6114655
576,20.586618
577,9.307592
578,5.786994
579,23.48708
580,10.554579
581,6.2486753
582,14.684268
583,6.5011473
584,4.1156607
585,36.627205
586,16.007353
587,9.805985
588,13.9950695
589,6.2460513
590,3.9465547
591,14.717459
592,6.5599036
593,4.2350984
594,23.58125
595,10.6321125
596,6.2061715
597,26.234238
598,11.824121
599,7.0189757
600,16.504543
601,7.4825363
602,4.724692
603,20.311787
604,9.130493
605,5.5079246
606,51.53843
607,25.91145
608,13.9253435
609,15.1768265
610,6.75537
611,4.268135
612,16.396927
613,7.412889
614,4.759501
615,21.062836
616,9.5135975
617,5.829419
618,19.24136
619,8.64263
620,5.4094877
621,17.117502
622,7.6786714
623,4.953062
624,15.045769
625,6.694304
626,4.3490815
627,17.359776
628,7.776793
629,4.872737
630,17.44628
631,7.7776933
632,4.9258165
633,26.699884
634,11.967205
635,6.780278
636,28.565643
637,12.632541
638,7.7298746
639,14.665036
640,6.571088
641,4.18909
642,20.645014
643,9.311654
644,5.772931
645,12.481783
646,5.5073805
647,3.607535
648,15.38415
649,6.8562202
650,4.4161215
651,16.930239
652,7.639491
653,4.94448
654,19.061115
655,8.597423
656,5.4145794
657,25.352459
658,11.47714
659,7.1546426
660,14.10708
661,6.294654
662,4.310156
663,40.92867
664,17.887304
665,10.381918
666,19.200842
667,8.661102
668,5.3833904
669,24.610985
670,11.104962
671,6.7611604
672,38.846657
673,16.726906
674,9.831104
675,33.05553
676,14.333044
677,8.767698
678,21.401125
679,9.602996
680,5.9157166
681,14.301587
682,6.3468647
683,4.17997
684,28.12875
685,12.45697
686,7.3412504
687,22.525898
688,10.131273
689,6.2202597
690,15.33598
691,6.85731
692,4.4427814
693,20.832302
694,9.480093
695,5.8565245
696,13.941061
697,6.1385775
698,4.0343456
699,14.447042
700,6.377071
701,4.108078
702,31.881489
703,13.928324
704,8.634702
705,15.394388
706,6.944172
707,4.4484954
708,34.54112
709,14.880595
710,9.052471
711,21.912373
712,9.924803
713,6.2520256
714,16.953989
715,7.528615
716,4.6432314
717,43.749664
718,19.352667
719,11.797989
720,18.244486
721,8.271929
722,5.3660107
723,23.995602
724,10.7984915
725,6.555767
726,29.23197
727,12.790865
728,7.6493163
729,21.320461
730,9.611734
731,6.052525
732,23.078785
733,10.3937
734,6.426118
735,13.979466
736,6.2009077
737,4.0968375
738,35.66629
739,15.615128
740,9.342922
741,14.58021
742,6.431369
743,3.8835907
744,14.871237
745,6.608248
746,4.332952
747,24.294847
748,10.907687
749,6.3151865
750,28.78713
751,12.786827
752,7.396894
753,17.056435
754,7.7256002
755,4.8646536
756,19.919384
757,8.952535
758,5.53608
759,51.575214
760,25.680359
761,13.970983
762,14.895529
763,6.618159
764,4.3227277
765,16.36354
766,7.403514
767,4.8604736
768,20.062223
769,9.084997
770,5.70701
771,18.971302
772,8.501188
773,5.245099
774,16.835966
775,7.552067
776,4.884347
777,15.111325
778,6.715412
779,4.4406147
780,18.447714
781,8.240038
782,4.983026
783,16.83234
784,7.548345
785,4.8764353
786,25.528553
787,11.476554
788,7.041041
789,30.286545
790,13.280627
791,8.123772
792,14.590607
793,6.5303774
794,4.214488
795,20.917778
796,9.434813
797,5.8084307
798,12.573923
799,5.543874
800,3.5937004
801,15.259825
802,6.795092
803,4.438476
804,16.67999
805,7.531863
806,4.889002
807,19.468897
808,8.747214
809,5.499332
810,25.645966
811,11.590754
812,7.243141
813,13.594246
814,6.077855
815,4.2649236
816,40.15034
817,17.488876
818,10.411424
819,19.469578
820,8.762273
821,5.4728723
822,25.135635
823,11.306837
824,6.907308
825,39.549034
826,17.046741
827,10.78671
828,34.433266
829,14.799753
830,9.152414
831,21.075294
832,9.461737
833,5.856208
834,13.93635
835,6.1711416
836,4.104851
837,26.529867
838,11.882483
839,7.2538614
840,21.549
841,9.713094
842,6.1360617
843,15.220187
844,6.8087378
845,4.4598885
846,19.281681
847,8.7909
848,5.612553
849,13.503538
850,5.9284844
851,4.020072
852,14.311708
853,6.339771
854,4.2389684
855,34.161076
856,14.774511
857,8.678843
858,15.314592
859,6.8998785
860,4.4800577
861,35.704075
862,15.287298
863,9.446759
864,22.57927
865,10.199778
866,6.4142027
867,15.776327
868,7.062468
869,4.581299
870,44.116276
871,19.391647
872,11.695427
873,18.368288
874,8.31365
875,5.334045
876,24.069143
877,10.820496
878,6.6112366
879,31.859562
880,13.788196
881,8.0703
882,21.40788
883,9.651724
884,6.0568323
885,22.980618
886,10.3490505
887,6.4474287
888,14.432734
889,6.3762536
890,4.1710806
891,33.098717
892,14.611015
893,9.440615
894,13.659628
895,6.0752716
896,3.9216352
897,14.975873
898,6.6263747
899,4.3694935
900,24.476458
901,10.964556
902,6.451686
903,27.573587
904,12.319368
905,7.2004805
906,16.008823
907,7.249868
908,4.84653
909,18.78207
910,8.433767
911,5.365926
912,51.5352
913,25.583908
914,13.959494
915,14.653697
916,6.5167427
917,4.4128776
